trial_id,model,A_word,B_word,A_len,B_len,A_popularity,B_popularity,A_upos,B_upos,A_domain,B_domain,A_abstraction,B_abstraction,A_polysemy,B_polysemy,identity_success,prompt,raw_response,parsed_answer
303,gpt-5,staff,fill,0.187500,0.125000,0.982260,0.954079,NOUN,NOUN,noun.group,noun.quantity,0.840000,0.580000,0.700000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

staff : staff :: fill : ____",ANSWER: fill,fill
304,gpt-5,surprise,blade,0.375000,0.187500,0.963199,0.896198,NOUN,NOUN,noun.act,noun.person,0.560000,0.982500,0.500000,0.800000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

surprise : surprise :: blade : ____",ANSWER: runner,runner
305,gpt-5,statistics,needs,0.500000,0.187500,0.949959,0.991580,NOUN,NOUN,noun.cognition,noun.object,0.597500,0.312500,0.100000,0.700000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

statistics : statistics :: needs : ____",ANSWER: needs,needs
306,gpt-5,burst,connector,0.187500,0.437500,0.888438,0.688234,NOUN,NOUN,noun.event,noun.artifact,0.525000,0.795000,1.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

burst : burst :: connector : ____",ANSWER: connector,connector
307,gpt-5,insurance,impressionist,0.437500,0.687500,0.975500,0.301346,NOUN,NOUN,noun.state,noun.person,0.465000,0.422500,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

insurance : insurance :: impressionist : ____",ANSWER: impressionist,impressionist
308,gpt-5,distressed,reducing,0.500000,0.375000,0.729995,0.921998,ADJ,VERB,adj.all,verb.possession,0.302500,0.375000,0.500000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

distressed : distressed :: reducing : ____",ANSWER: reducing,reducing
309,gpt-5,modifier,lyrical,0.375000,0.312500,0.333287,0.669573,NOUN,ADJ,noun.communication,adj.all,0.352500,0.287500,0.300000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

modifier : modifier :: lyrical : ____",ANSWER: modifier,modifier
310,gpt-5,theology,decency,0.375000,0.312500,0.838057,0.701374,NOUN,NOUN,noun.cognition,noun.attribute,0.232500,0.250000,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

theology : theology :: decency : ____",ANSWER: decency,decency
311,gpt-5,retainer,zany,0.375000,0.125000,0.502290,0.130423,NOUN,NOUN,noun.artifact,noun.person,0.750000,0.145000,0.200000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

retainer : retainer :: zany : ____",ANSWER: zany,zany
312,gpt-5,vertices,impeding,0.375000,0.375000,0.387128,0.259205,NOUN,VERB,noun.cognition,verb.contact,0.677500,0.275000,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

vertices : vertices :: impeding : ____",ANSWER: impeding,impeding
313,gpt-5,dispenser,lavatory,0.437500,0.375000,0.443749,0.342167,NOUN,NOUN,noun.artifact,noun.artifact,0.710000,0.952500,0.100000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

dispenser : dispenser :: lavatory : ____",ANSWER: restroom,restroom
314,gpt-5,penning,cheat,0.312500,0.187500,0.200964,0.871097,VERB,NOUN,verb.creation,noun.act,0.565000,0.307500,0.100000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

penning : penning :: cheat : ____",ANSWER: cheat,cheat
315,gpt-5,swan,snow,0.125000,0.125000,0.817856,0.955399,NOUN,NOUN,noun.animal,noun.phenomenon,0.990000,0.962500,0.300000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

swan : swan :: snow : ____",ANSWER: snaw,snaw
316,gpt-5,approve,renewed,0.312500,0.312500,0.875858,0.865417,VERB,VERB,verb.communication,verb.change,0.212500,0.197500,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

approve : approve :: renewed : ____",ANSWER: renewed,renewed
317,gpt-5,courier,ethnically,0.312500,0.500000,0.769495,0.505170,NOUN,ADV,noun.person,adv.all,0.895000,0.202500,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

courier : courier :: ethnically : ____",ANSWER: ethnic,ethnic
318,gpt-5,wetland,vanity,0.312500,0.250000,0.512890,0.787356,NOUN,NOUN,noun.object,noun.feeling,0.822500,0.287500,0.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

wetland : wetland :: vanity : ____",ANSWER: vanity,vanity
319,gpt-5,rerun,romanticism,0.187500,0.562500,0.339987,0.395868,NOUN,NOUN,noun.communication,noun.cognition,0.490000,0.115000,0.400000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

rerun : rerun :: romanticism : ____",ANSWER: romanticism,romanticism
320,gpt-5,diligently,thirteenth,0.500000,0.500000,0.511490,0.635933,ADV,NOUN,adv.all,noun.relation,0.192500,0.500000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

diligently : diligently :: thirteenth : ____",ANSWER: thirteenth,thirteenth
321,gpt-5,negativity,capitulation,0.500000,0.625000,0.695414,0.345607,NOUN,NOUN,noun.attribute,noun.act,0.325000,0.195000,0.300000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

negativity : negativity :: capitulation : ____",ANSWER: capitulation,capitulation
322,gpt-5,choker,photojournalist,0.250000,0.812500,0.060441,0.256845,NOUN,NOUN,noun.person,noun.person,0.827500,0.777500,0.300000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

choker : choker :: photojournalist : ____",ANSWER: shooter,shooter
323,gpt-5,dimple,decathlon,0.250000,0.437500,0.186904,0.026121,NOUN,NOUN,noun.substance,noun.event,0.935000,0.770000,0.400000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

dimple : dimple :: decathlon : ____",ANSWER: decathlon,decathlon
324,gpt-5,comprised,formation,0.437500,0.437500,0.813916,0.938839,VERB,NOUN,verb.stative,noun.object,0.320000,0.557500,0.200000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

comprised : comprised :: formation : ____",ANSWER: formation,formation
325,gpt-5,aggrieved,matinee,0.437500,0.312500,0.346647,0.275166,VERB,NOUN,verb.social,noun.communication,0.280000,0.695000,0.100000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

aggrieved : aggrieved :: matinee : ____",ANSWER: matinée,matin
326,gpt-5,minor,annual,0.187500,0.250000,0.952079,0.975800,NOUN,ADJ,noun.person,adj.all,0.402500,0.195000,1.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

minor : minor :: annual : ____",ANSWER: annual,annual
327,gpt-5,relieving,publicly,0.437500,0.375000,0.561731,0.910438,VERB,ADV,verb.change,adv.all,0.257500,0.345000,1.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

relieving : relieving :: publicly : ____",ANSWER: publicly,publicly
328,gpt-5,marrow,gasping,0.250000,0.312500,0.712734,0.456809,NOUN,VERB,noun.cognition,verb.body,0.870000,0.535000,0.400000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

marrow : marrow :: gasping : ____",ANSWER: breath,breath
329,gpt-5,bicarbonate,scalping,0.562500,0.375000,0.197044,0.042241,NOUN,VERB,noun.substance,verb.possession,0.677500,0.635000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

bicarbonate : bicarbonate :: scalping : ____",ANSWER: scalping,scalping
330,gpt-5,forensics,endocrine,0.437500,0.437500,0.558231,0.464549,NOUN,NOUN,noun.act,noun.body,0.282500,0.517500,0.000000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

forensics : forensics :: endocrine : ____",ANSWER: endocrinology,endocrinology
331,gpt-5,mailer,unwillingness,0.250000,0.687500,0.375048,0.495050,NOUN,NOUN,noun.person,noun.attribute,0.780000,0.200000,0.300000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

mailer : mailer :: unwillingness : ____",ANSWER: won't,won't
332,gpt-5,apparatus,wilderness,0.437500,0.500000,0.803056,0.844757,NOUN,NOUN,noun.body,noun.state,0.695000,0.697500,0.100000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

apparatus : apparatus :: wilderness : ____",ANSWER: wildernesses,wildernesses
333,gpt-5,victor,bowl,0.250000,0.125000,0.892458,0.953379,NOUN,NOUN,noun.person,noun.quantity,0.470000,0.967500,0.100000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

victor : victor :: bowl : ____",ANSWER: bravo,bravo
334,gpt-5,baffle,cataract,0.250000,0.375000,0.188524,0.400868,NOUN,NOUN,noun.artifact,noun.state,0.342500,0.845000,0.300000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

baffle : baffle :: cataract : ____",ANSWER: cataract,cataract
335,gpt-5,bomb,jeweler,0.125000,0.312500,0.950519,0.267565,NOUN,NOUN,noun.event,noun.person,0.960000,0.902500,0.400000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

bomb : bomb :: jeweler : ____",ANSWER: jewel,jewel
336,gpt-5,hub,dubious,0.062500,0.312500,0.874937,0.697014,NOUN,ADJ,noun.artifact,adj.all,0.647500,0.130000,0.100000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

hub : hub :: dubious : ____",ANSWER: bio,bio
337,gpt-5,constipation,promiscuity,0.625000,0.562500,0.505810,0.173563,NOUN,NOUN,noun.act,noun.act,0.590000,0.292500,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

constipation : constipation :: promiscuity : ____",ANSWER: promiscuity,promiscuity
338,gpt-5,shy,pasted,0.062500,0.250000,0.888998,0.433589,NOUN,VERB,noun.act,verb.contact,0.380000,0.570000,0.500000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

shy : shy :: pasted : ____",ANSWER: adepts,adepts
339,gpt-5,gland,unsupervised,0.187500,0.625000,0.647613,0.355427,NOUN,ADJ,noun.body,adj.all,0.785000,0.397500,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

gland : gland :: unsupervised : ____",ANSWER: unsupervised,unsupervised
340,gpt-5,forensics,warbler,0.437500,0.312500,0.558231,0.226425,NOUN,NOUN,noun.act,noun.person,0.282500,0.787500,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

forensics : forensics :: warbler : ____",ANSWER: warblers,warblers
341,gpt-5,vagrant,brace,0.312500,0.187500,0.216984,0.783616,NOUN,NOUN,noun.person,noun.group,0.615000,0.740000,0.100000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

vagrant : vagrant :: brace : ____",ANSWER: brace,brace
342,gpt-5,lose,painting,0.125000,0.375000,0.982440,0.950139,VERB,NOUN,verb.possession,noun.act,0.312500,0.897500,1.000000,0.700000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lose : lose :: painting : ____",ANSWER: painting,painting
343,gpt-5,calculation,gall,0.562500,0.125000,0.796556,0.607912,NOUN,NOUN,noun.act,noun.feeling,0.500000,0.400000,0.200000,0.700000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

calculation : calculation :: gall : ____",ANSWER: gall,gall
344,gpt-5,ravens,esteemed,0.250000,0.375000,0.761015,0.597832,NOUN,VERB,noun.animal,verb.cognition,0.947500,0.240000,0.400000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

ravens : ravens :: esteemed : ____",ANSWER: esteemed,esteemed
345,gpt-5,grunt,cringing,0.187500,0.375000,0.523010,0.204804,NOUN,VERB,noun.animal,verb.motion,0.640000,0.455000,0.300000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

grunt : grunt :: cringing : ____",ANSWER: cringer,cringer
346,gpt-5,soda,topic,0.125000,0.187500,0.865217,0.938159,NOUN,NOUN,noun.food,noun.cognition,0.992500,0.397500,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

soda : soda :: topic : ____",ANSWER: topic,topic
347,gpt-5,intersection,timothy,0.625000,0.312500,0.828817,0.811836,NOUN,NOUN,noun.act,noun.plant,0.785000,0.620000,0.500000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

intersection : intersection :: timothy : ____",ANSWER: timothy,timothy
348,gpt-5,emotional,trench,0.437500,0.250000,0.956039,0.773775,ADJ,NOUN,adj.pert,noun.object,0.250000,0.865000,0.300000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

emotional : emotional :: trench : ____",ANSWER: trench,trench
349,gpt-5,cultural,nominated,0.375000,0.437500,0.963639,0.893178,ADJ,VERB,adj.pert,verb.social,0.275000,0.307500,0.300000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cultural : cultural :: nominated : ____",ANSWER: nominated,nominated
350,gpt-5,potential,negotiation,0.437500,0.562500,0.978880,0.801576,ADJ,NOUN,adj.all,noun.act,0.227500,0.342500,0.300000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

potential : potential :: negotiation : ____",ANSWER: negotiation,negotiation
351,gpt-5,lord,cheering,0.125000,0.375000,0.983380,0.817076,NOUN,VERB,noun.person,verb.communication,0.510000,0.657500,0.300000,0.600000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lord : lord :: cheering : ____",ANSWER: cheer,cheer
352,gpt-5,cinnamon,sorcery,0.375000,0.312500,0.776376,0.513670,NOUN,NOUN,noun.plant,noun.cognition,0.962500,0.250000,0.200000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cinnamon : cinnamon :: sorcery : ____",ANSWER: sorcery,sorcery
353,gpt-5,plateau,ratchet,0.312500,0.312500,0.743415,0.520730,NOUN,NOUN,noun.object,noun.artifact,0.827500,0.910000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

plateau : plateau :: ratchet : ____",ANSWER: ratchet,ratchet
354,gpt-5,gingerbread,maximum,0.562500,0.312500,0.442929,0.950199,NOUN,NOUN,noun.food,noun.quantity,0.970000,0.385000,0.000000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

gingerbread : gingerbread :: maximum : ____",ANSWER: maxima,maxima
355,gpt-5,arrest,tarantula,0.250000,0.437500,0.945759,0.181564,NOUN,NOUN,noun.act,noun.animal,0.732500,0.957500,0.500000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

arrest : arrest :: tarantula : ____",ANSWER: tarantula,tarantula
356,gpt-5,scorer,bygone,0.250000,0.250000,0.750075,0.287146,NOUN,NOUN,noun.person,noun.time,0.612500,0.172500,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

scorer : scorer :: bygone : ____",ANSWER: bygone,bygone
357,gpt-5,glorified,warranted,0.437500,0.437500,0.569451,0.654613,VERB,VERB,verb.change,verb.communication,0.190000,0.232500,0.400000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

glorified : glorified :: warranted : ____",ANSWER: warranted,warranted
358,gpt-5,dermatologist,citizen,0.687500,0.312500,0.465049,0.926499,NOUN,NOUN,noun.person,noun.person,0.802500,0.857500,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

dermatologist : dermatologist :: citizen : ____",ANSWER: citizen,citizen
359,gpt-5,specifically,specificity,0.625000,0.562500,0.954639,0.561151,ADV,NOUN,adv.all,noun.attribute,0.155000,0.220000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

specifically : specifically :: specificity : ____",ANSWER: specificity,specificity
360,gpt-5,treble,mogul,0.250000,0.187500,0.620492,0.469869,ADJ,NOUN,adj.all,noun.shape,0.430000,0.760000,0.600000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

treble : treble :: mogul : ____",ANSWER: mogul,mogul
361,gpt-5,demonstrator,lymph,0.625000,0.187500,0.344707,0.551431,NOUN,NOUN,noun.person,noun.body,0.750000,0.620000,0.200000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

demonstrator : demonstrator :: lymph : ____",ANSWER: lymph,lymph
362,gpt-5,tweezers,ocean,0.375000,0.187500,0.226825,0.959039,NOUN,NOUN,noun.artifact,noun.object,0.990000,0.965000,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

tweezers : tweezers :: ocean : ____",ANSWER: fish,fish
363,gpt-5,perfected,finely,0.437500,0.250000,0.606812,0.709274,VERB,ADV,verb.change,adv.all,0.260000,0.270000,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

perfected : perfected :: finely : ____",ANSWER: finely,finely
364,gpt-5,unwashed,ragtime,0.375000,0.312500,0.181024,0.020120,ADJ,NOUN,adj.all,noun.communication,0.537500,0.510000,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unwashed : unwashed :: ragtime : ____",ANSWER: ragtime,ragtime
365,gpt-5,minimally,knife,0.437500,0.187500,0.469909,0.928679,ADV,NOUN,adv.all,noun.shape,0.272500,0.975000,0.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

minimally : minimally :: knife : ____",ANSWER: knife,knife
366,gpt-5,unanimously,whip,0.562500,0.125000,0.745895,0.858317,ADV,NOUN,adv.all,noun.act,0.470000,0.920000,0.000000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unanimously : unanimously :: whip : ____",ANSWER: wip,wip
367,gpt-5,seasonal,site,0.375000,0.125000,0.852197,0.987760,ADJ,NOUN,adj.all,noun.location,0.490000,0.890000,0.100000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

seasonal : seasonal :: site : ____",ANSWER: site,site
368,gpt-5,gangster,bedding,0.375000,0.312500,0.721594,0.658333,NOUN,NOUN,noun.person,noun.artifact,0.732500,0.902500,0.000000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

gangster : gangster :: bedding : ____",ANSWER: bedding,bedding
369,gpt-5,bunk,unreleased,0.125000,0.500000,0.680574,0.571971,NOUN,ADJ,noun.artifact,adj.all,0.825000,0.385000,0.800000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

bunk : bunk :: unreleased : ____",ANSWER: leased,leased
370,gpt-5,morbidity,meteorological,0.437500,0.750000,0.382248,0.651713,NOUN,ADJ,noun.cognition,adj.pert,0.367500,0.405000,0.200000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

morbidity : morbidity :: meteorological : ____",ANSWER: meteorological,meteorological
371,gpt-5,parkland,storeroom,0.375000,0.437500,0.461829,0.064101,NOUN,NOUN,noun.location,noun.artifact,0.760000,0.875000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

parkland : parkland :: storeroom : ____",ANSWER: storeroom,storeroom
372,gpt-5,brush,shanghai,0.187500,0.375000,0.903458,0.865337,NOUN,NOUN,noun.group,noun.location,0.885000,0.670000,1.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

brush : brush :: shanghai : ____",ANSWER: shanghai,shanghai
373,gpt-5,rationalist,energize,0.562500,0.375000,0.008380,0.223484,NOUN,VERB,noun.person,verb.change,0.130000,0.365000,0.100000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

rationalist : rationalist :: energize : ____",ANSWER: energist,energist
374,gpt-5,chopping,wobbling,0.375000,0.375000,0.644193,0.074581,VERB,VERB,verb.creation,verb.motion,0.695000,0.652500,0.500000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

chopping : chopping :: wobbling : ____",ANSWER: wobbling,wobbling
375,gpt-5,harvester,packaging,0.437500,0.437500,0.318046,0.848237,NOUN,NOUN,noun.person,noun.artifact,0.802500,0.860000,0.100000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

harvester : harvester :: packaging : ____",ANSWER: packaging,packaging
376,gpt-5,suing,stockholder,0.187500,0.562500,0.698634,0.076102,VERB,NOUN,verb.social,noun.person,0.385000,0.742500,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

suing : suing :: stockholder : ____",ANSWER: shareholder,shareholder
377,gpt-5,aggravation,glance,0.562500,0.250000,0.225785,0.837017,NOUN,NOUN,noun.feeling,noun.act,0.132500,0.620000,0.200000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

aggravation : aggravation :: glance : ____",ANSWER: glance,glance
378,gpt-5,shaker,sun,0.250000,0.062500,0.566931,0.976940,NOUN,NOUN,noun.person,noun.time,0.777500,0.957500,0.200000,0.600000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

shaker : shaker :: sun : ____",ANSWER: moon,moon
379,gpt-5,platinum,peasantry,0.375000,0.437500,0.861057,0.163883,NOUN,NOUN,noun.substance,noun.group,0.860000,0.457500,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

platinum : platinum :: peasantry : ____",ANSWER: peasant,peasant
380,gpt-5,logistical,stinging,0.500000,0.375000,0.574751,0.467669,ADJ,VERB,adj.pert,verb.contact,0.267500,0.760000,0.000000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

logistical : logistical :: stinging : ____",ANSWER: stinging,stinging
381,gpt-5,particularly,madly,0.625000,0.187500,0.976560,0.533391,ADV,ADV,adv.all,adv.all,0.160000,0.187500,0.200000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

particularly : particularly :: madly : ____",ANSWER: madly,madly
382,gpt-5,down,centered,0.125000,0.375000,0.997280,0.855957,ADV,VERB,adv.all,verb.motion,0.630000,0.577500,1.000000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

down : down :: centered : ____",ANSWER: centred,centred
383,gpt-5,tuba,reduced,0.125000,0.312500,0.288786,0.953839,NOUN,VERB,noun.artifact,verb.emotion,0.965000,0.302500,0.000000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

tuba : tuba :: reduced : ____",ANSWER: deducer,deducer
384,gpt-5,modern,toe,0.250000,0.062500,0.981860,0.871537,ADJ,NOUN,adj.all,noun.body,0.327500,0.982500,0.600000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

modern : modern :: toe : ____",ANSWER: toe,toe
385,gpt-5,swag,guava,0.125000,0.187500,0.543351,0.070081,NOUN,NOUN,noun.artifact,noun.plant,0.535000,0.965000,0.500000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

swag : swag :: guava : ____",ANSWER: guav,guav
386,gpt-5,extra,polluting,0.187500,0.437500,0.977640,0.468929,ADJ,VERB,adj.all,verb.change,0.365000,0.647500,0.600000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

extra : extra :: polluting : ____",ANSWER: pollutant,pollutant
387,gpt-5,exes,mood,0.125000,0.125000,0.471709,0.932459,NOUN,NOUN,noun.communication,noun.relation,0.517500,0.187500,0.200000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

exes : exes :: mood : ____",ANSWER: mooed,mooed
388,gpt-5,germ,metaphysics,0.125000,0.562500,0.552251,0.476690,NOUN,NOUN,noun.cognition,noun.cognition,0.722500,0.250000,0.200000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

germ : germ :: metaphysics : ____",ANSWER: physics,physics
389,gpt-5,socialite,mitochondria,0.437500,0.625000,0.331487,0.483130,NOUN,NOUN,noun.person,noun.body,0.732500,0.565000,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

socialite : socialite :: mitochondria : ____",ANSWER: mitochondrion,mitochondrion
390,gpt-5,warmly,automobile,0.250000,0.500000,0.571751,0.844577,ADV,NOUN,adv.all,noun.artifact,0.282500,0.990000,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

warmly : warmly :: automobile : ____",ANSWER: automobile,automobile
391,gpt-5,sustaining,phrase,0.500000,0.250000,0.719354,0.913618,VERB,NOUN,verb.stative,noun.act,0.232500,0.465000,0.600000,0.500000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

sustaining : sustaining :: phrase : ____",ANSWER: phrase,phrase
392,gpt-5,eyes,vodka,0.125000,0.187500,0.987640,0.814556,NOUN,NOUN,noun.body,noun.food,0.962500,0.992500,0.600000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

eyes : eyes :: vodka : ____",ANSWER: ice,ice
393,gpt-5,mucus,refinery,0.187500,0.375000,0.521710,0.694914,NOUN,NOUN,noun.body,noun.artifact,0.940000,0.897500,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

mucus : mucus :: refinery : ____",ANSWER: refinery,refinery
394,gpt-5,harpoon,penguin,0.312500,0.312500,0.285046,0.801316,NOUN,NOUN,noun.artifact,noun.animal,0.917500,1.000000,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

harpoon : harpoon :: penguin : ____",ANSWER: penguin,penguin
395,gpt-5,ocular,almost,0.250000,0.250000,0.374547,0.992120,NOUN,ADV,noun.artifact,adv.all,0.472500,0.165000,0.300000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

ocular : ocular :: almost : ____",ANSWER: stomal,stomal
396,gpt-5,politics,knee,0.375000,0.125000,0.971339,0.918058,NOUN,NOUN,noun.relation,noun.animal,0.415000,1.000000,0.400000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

politics : politics :: knee : ____",ANSWER: nee,nee
397,gpt-5,mallet,psychology,0.250000,0.500000,0.420268,0.914798,NOUN,NOUN,noun.artifact,noun.cognition,0.982500,0.327500,0.200000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

mallet : mallet :: psychology : ____",ANSWER: psychology,psychology
398,gpt-5,information,stereotyping,0.562500,0.625000,0.992880,0.372787,NOUN,VERB,noun.communication,verb.cognition,0.467500,0.427500,0.400000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

information : information :: stereotyping : ____",ANSWER: stereotyping,stereotyping
399,gpt-5,earning,theater,0.312500,0.312500,0.902978,0.920258,VERB,NOUN,verb.possession,noun.communication,0.482500,0.980000,0.100000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

earning : earning :: theater : ____",ANSWER: theatre,theatre
400,gpt-5,landmark,conceit,0.375000,0.312500,0.831097,0.278326,NOUN,NOUN,noun.communication,noun.communication,0.775000,0.275000,0.300000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

landmark : landmark :: conceit : ____",ANSWER: conceit,conceit
401,gpt-5,annoyance,rushing,0.437500,0.312500,0.624912,0.845297,NOUN,VERB,noun.person,verb.creation,0.285000,0.475000,0.400000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

annoyance : annoyance :: rushing : ____",ANSWER: rushing,rushing
402,gpt-5,astrophysical,majesty,0.687500,0.312500,0.061721,0.868257,ADJ,NOUN,adj.pert,noun.attribute,0.192500,0.235000,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

astrophysical : astrophysical :: majesty : ____",ANSWER: majestic,majestic
403,gpt-5,lighthouse,tease,0.500000,0.187500,0.721054,0.734955,NOUN,NOUN,noun.artifact,noun.person,0.990000,0.397500,0.000000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lighthouse : lighthouse :: tease : ____",ANSWER: tease,tease
